"data__message","data__story","data__updated_time","data__id","paging__previous","paging__next"
"ניר הובלות לסטודנטים ולחברי הקבוצה שרות אמין במחירים נוחים 0507779987","","2014-04-15T14:18:46+0000","707688259256219_756582994366745","",""
"הי, מחפש לסבלט דירה לחודשי הקיץ- מאי עד סוף ספטמבר (או חלק מהתקופה). אני מרצה באוניברסיטה בלונדון, מסודר ואחראי ועם ניסיון בלשמור על דירות (ועציצים:)).  עדיפות לדירה באזור כיכר רבין +-","","2014-04-15T12:14:28+0000","707688259256219_755408707817507","",""
"מציעה את דירתי בתל אביבלסבלט ממחר אחה""צ עד 20.04 עם אופציה להארכה עד 21.04.....0543976459   subleting my tel aviv appartment 15/04-20/04 with option until 21/03 0543976459 happy holiday/////","","2014-04-14T13:15:32+0000","707688259256219_755966271095084","",""
"היי חברים! אנחנו זוג נחמד שמחפש להיכנס לסאבלט במאי-יוני (גמישים בתאריכים). אנחנו מחפשים במרכז ת""א ובצפון הישן. מבטיחים שנשמור על הדירה נקייה ומסודרת(; תודה!","","2014-04-13T11:31:37+0000","707688259256219_755401931151518","",""
"אהלן, מציע סבלט לשבוע, רחוב שקט וקסום בצפון הישן של ת""א. סימטא ליד שד' נורדאו, ליד הים והפארק. 14-22.4 . 1000 ש""ח. דירת חדר קומפקטית וחמודה, מאובזרת לחלוטין, ליחיד או לזוג.","","2014-04-13T07:42:09+0000","707688259256219_747782225246822","",""
"מסבלטת את החדר שלי בדירה בארלוזורוב אבן גבירול (ליד תחנות אוטובוס ושופרסל). הסבלט לכל חודש מאי עקב טיסה.  בדירה נשארת שותפה מושלמת! בדירה יש מכונת כביסה, אינטרנט וכבלים. כל זה ב- 2700 ש""ח :) בפרטי","","2014-04-12T16:53:11+0000","707688259256219_755038881187823","",""
"התפנתה דירת שלושה חדרים גדולים  ברחוב בן יהודה, הדירה משופצת , מרווחת, ממוקמת בלוקיישן הכי טוב בתל אביב, דקה מהים,קומה ראשונה, עם מעלית, מרפסת,   עורפית ושקטה, מתאימה לזוג או לשותפים.  כניסה-1/5 המחיר לחודש5500 ש״ח אור-0506701097","","2014-04-10T18:48:17+0000","707688259256219_741852769173101","",""
"סבלט במרכז תל אביב! מסבלטת את החדר שלי בדירת שותפים, קרובה לפינת בן יהודה-בן גוריון (דקה מהים!), לכל חודש מאי (גמישה בתאריכים). הדירה מרווחת, מאובזרת, שקטה, והשותפים מקסימים.. פרטים בפרטי.","","2014-04-09T17:41:47+0000","707688259256219_753518784673166","",""
"","","2014-04-09T14:44:38+0000","707688259256219_753447968013581","",""
"ניר הובלות לסטודנטים ולחברי הקבוצה שרות אמין במחירים נוחים 0507779987","","2014-04-09T13:36:21+0000","707688259256219_753421754682869","",""
"מסבלטת את דירתי החמודה לחודש וחצי מתחילת מאי, כ- 30 מ""ר, אידיאלית ליחיד, מיקום מעולה- יהודה הלוי ליד שנקין, 5,000 ש""ח לכל התקופה כולל כל החשבונות.","","2014-04-09T05:42:01+0000","707688259256219_739911939367184","",""
"1500 שח כולל הכל החל מרביעי הקרוב! גמישה (;","","2014-04-08T15:13:40+0000","707688259256219_752407501450961","",""
"מסבלטת את דירתי בתל אביב בפסח מ-16.04 עד 20.04 עם אופציה להארכה עד 21.04....0543976459 subletting my appartment in tel aviv 15/04-20/04 shiraadler100@gmail.com","","2014-04-08T10:35:15+0000","707688259256219_752814868076891","",""
"ממשיך לפרסם!! מסבלט את החדר שלי בדירת 2 שותפים בארלוזרוב פינת נמיר, צמוד לרכבת מרכז בדירה יש הכל ובעיקר שותף אדיר! מתחת לבית יש תחבורה ציבורית לכל מקום במדינת ישראל.. לפרטים נוספים בפרטי","","2014-04-08T00:14:28+0000","707688259256219_752626971429014","",""
"מחפשת סבלט (יולי-אוגוסט )דירה קטנה ליד הים בתל אביב.","","2014-04-07T23:54:25+0000","707688259256219_752620991429612","",""
"לחבר שמגיע מחו""ל דרושה דירה נאה לחודשים מאי-יוני. עדיפות לאזור כיכר רבין. תודה רבה!","","2014-04-07T18:51:50+0000","707688259256219_752513444773700","",""
"מחפש לסבלט בחודשי הקיץ מאמצע מאי עד אמצע אוגוסט (גם תקופות קצרות יותר יכול להתאים). שלחו הודעה בפרטי. אחראי, לביקור ועבודה בארץ בחודשי הקיץ","","2014-04-07T17:42:55+0000","707688259256219_752455541446157","",""
"Young start-up(2 cool & veteran geeks) is looking for a place to work, sublet preferred, area: TLV center and west (City hall --> Ben Gurion blvd --> beach  ) PM me if you got something.","","2014-04-07T16:31:09+0000","707688259256219_752451814779863","",""
"ניר הובלות לסטודנטים ולחברי הקבוצה שרות אמין במחירים נוחים 0507779987","","2014-04-07T14:54:03+0000","707688259256219_752411958117182","",""
"סבלט לחדר בדירה מעולה בתל אביב. רחוב בן יהודה פינת בן גוריון. 2 דקות מהים. דירה מרווחת מאוד. חדר גדול ומואר עם יציאה למרפסת ענקית (60 מ""ר) משקיפה על כל רחוב בן יהודה. תאריכים: מ-9.4 ועד ל-4.5 (חופשת פסח פלוס). בדירה נשאר שותף אחד. מחיר 2000 ש""ח כולל הכול. פרטים נוספים בפרטי.","","2014-04-07T06:13:54+0000","707688259256219_748813665143678","",""
"מחפשת סבלט (יולי-אוגוסט )דירה קטנה ליד הים בתל אביב.","","2014-04-07T03:45:40+0000","707688259256219_752197338138644","",""
"מסבלטת את דירתי בתל אביב בפסח מ-16.04 עד 20.04  עם אופציה להארכה עד 21.04....0543976459 subletting my appartment in tel aviv 16/04-20/04 0543976459","","2014-04-06T16:05:11+0000","707688259256219_749892108369167","",""
"מחפשת מישהו שיחליף אותי בדירה שלי 27.4 - 6.4 2.5 חדרים. 65 מטר. מזגנים, אינטרנט, מרפסת גדולה.  רחוב העבודה. קרוב להכל.  1,200 ש""ח לשבוע (כולל חשבונות) שבוע טוב ענבל","","2014-04-06T15:58:32+0000","707688259256219_744119732279738","",""
"מחפש סבלט של דירה ליחיד, מיידי (או הכי קרוב לזה שאפשר) עד סוף אפריל, תקופה ארוכה יותר באה בחשבון. הציפיה הבסיסית שיהיה מקום שנעים לחזור אליו בערב, מעבר לזה הכל גמיש. אחראי, אשמור לכם יפה על הבית :) צרו קשר בפרטי. תודה!","","2014-04-06T15:54:51+0000","707688259256219_751925028165875","",""
"1500 שח כולל הכל לשבועיים, לפרטים- 0547688775","","2014-04-06T13:08:50+0000","707688259256219_750035301688181","",""
"מסבלט את החדר שלי בדירה 2 שותפים ברחוב ארלוזרוב פינת נמיר, הדירה צמודה לרכבת מרכז ומתחת לביניין ישנה תחבורה ציבורית לכל מקום.. בדירה נשאר שותף אדיר ובחדר יש הכל - רק להביא בגדים.. תקופת הסבלט מה12/4 עד ה12/5! יתכן ותיהיה אופציה להארכה.. המחיר לתענוג הוא 3400 - כולל חשבונות!!!! לפרטים נוספים בפרטי או בהודעות 0528535782 *יתכן ותיהיה אופציה גם לחניה פרטית (בלי קשר יש הרבה חניה ברחוב)","","2014-04-06T11:34:41+0000","707688259256219_751756221516089","",""
"מחפשת סבלט (יולי-אוגוסט )דירה קטנה ליד הים בתל אביב.","","2014-04-06T08:30:19+0000","707688259256219_751693791522332","",""
"מסבלטת את חדרי בדירתי המקסימה באבן גבירול ארלוזורוב לכל חודש מאי עקב טיסה לחו""ל. בדירה יש שותפה. רק להביא בגדים ולישון :) פרטים בפרטי","","2014-04-05T17:59:21+0000","707688259256219_751399244885120","",""
"היי, מחפשת סאבלט בתל אביב לחודשים או חלק מתקופה זה (תחילת מאי עד תחילת יולי,  או יוני עד תחילת יולי).","","2014-04-05T16:58:26+0000","707688259256219_751376711554040","",""
"Huge Loft for April sublet. Flexible dates. Best Location.  סאבלט לופט ענקי לחופשת פסח. 4.4-25.4 תאריכים גמישים.  ","","2014-04-05T12:48:04+0000","707688259256219_737939866231058","",""
"מי רוצה פסח תל אביבי??? סאבלט לתאריכים 8.4 - 1.5 בדירת שלושה חדרים משופצת ונעימה בצפון הישן (אזור דיזנגוף נורדאו).בדירה נשארת שותפה מקסימה! כל התענוג 2000שח!פרטים נוספים בפרטי.","","2014-04-05T10:17:11+0000","707688259256219_751212068237171","",""
"מחפשים מגורים בעיר לשלושה חודשים?        Sublet for 3 month in Tel Aviv נוסעת ומחפשת לסבלט את דירתי בין 1 למאי עד 30 ליולי 2014 לדירה ברחוב סוטין, רחוב שקט במרכז תל אביב, קרוב לכיכר רבין 2.5 חדרים, 78 מ""ר עם שתי מרפסות מרוהטת, מפנקת, ממוזגת ומאובזרת עד הפרט האחרון – רק הביאו בגדים ותעברו 5200 ש""ח כולל חשבונות, ואינטרנט (ואופני עיר אם רוצים ..) קרוב לתחבורה ציבורית, אבן גבירול, כיכר מסריק. מתאים לזוג או יחיד/ה- לא מעשנים! ועדיפות לנחמדים :)  Looking for a place to live in Tel Aviv for 3 month? I am going away and looking to sublet my flat between 1 May to 30 July 2014 The flat is on Soutine, a quiet street in the central of town, close to Rabin Square 2.5 rooms, 78 sqm, with two balconies. Fully furnished, cosy, air-conditioned and accessorised- just bring your clothes and move in.. 5200 NIS, all included- bills and internet. Close to public transportation, Eben Gabirol st., Masarik Square.. Suitable for a couple or single person. Non Smokers!! Preferably nice people.. :)","","2014-04-03T11:32:50+0000","707688259256219_750295871662124","",""
"דירת 3 חדרים (סלון ושני חדרי שינה) ביצחק שדה ליד יגאל אלון, מרווחת מאובזרת ונעימה, הרבה תחבירה ציבורית נוחה, החל מ 19 מאי למשך 2-3 חודשים. לפנות בפרטי.","","2014-04-03T08:58:11+0000","707688259256219_750254388332939","",""
"מחפש סבלט לדירת 1-2 או 3 חדרים בתל אביב לתקופה של 5.5 ועד ל 14.5","","2014-04-02T09:41:34+0000","707688259256219_749782571713454","",""
"סבלט את החדר בדירה שלי ...... לתקופה של חודש (עד 1.5) באזור הכי יפה ברוטשילד (פינת מאז""ה), בבנין הכי שקט בעיר, מרחק הליכה מהכל..  עומד חדר גדול, מואר, ומרוהט שרק מחכה לדייר לתקופה של חודש עם סיכוי להארכה (תלוי בקבלן- הבנין לפני שיפוץ מסיבי) מיטה זוגית, ארון קיר ענק, טלוויזיה, חיבור לyes, מזגן, אינטרנט אלחוטי, שני כיווני אויר, סלון גדול ומטבח מאובזר. 2700 כולל הכל. לאוהבי חיות בלבד, בדירה גרים כלב וחתולה.. 052-5360279","","2014-04-02T07:21:03+0000","707688259256219_749754911716220","",""
"1800 שח כולל הכל!","","2014-04-01T15:57:32+0000","707688259256219_749412561750455","",""
"אם מישהו מגיע לביקור מולדת ומעוניין בחדר הקסום שלי במרכז העיר לכמה ימים ספציפיים בפסח (11-16/4) אפשר לדבר איתי. צ'או","","2014-04-01T15:21:37+0000","707688259256219_749399225085122","",""
"מסבלטת דירה חמודה לפסח. 25 מ’ בדרום תל אביב, 8 עד ה 23 באפריל. חלון גדול, שקיעות נוף לים. סלון וחדר שינה קטן, מטבחון. 7 דקות מרוטשילד, תחבורה נוחה מאד. 2200 ש”ח","","2014-04-01T15:06:12+0000","707688259256219_749393575085687","",""
"דירת שני חדרים ומרפסת,  גדולה, במרכז תל אביב לתקופה שבין ה 17.4 - 4.5 ----->> גמיש! מאובזרת לגמרי :)  לכל התקופה 2550 שח  מאיה - 0508337664","","2014-04-01T14:09:21+0000","707688259256219_749369245088120","",""
"לבנות בלבד- מסבלטת את החדר שלי בדירת שותפים ענקית ומיוחדת ברמת אביב (דקה מהאונברסיטה) לחודש אפריל- גמישה מאוד במחיר! Sublet for a room in a beautiful apartment in Ramat Aviv (2 mins from the University) for April -or part of it. very flexible with prices!","","2014-04-01T12:45:56+0000","707688259256219_749336965091348","",""
"סבלט/ שכירות של חדר. בדירת 3 חדרים. יש שני חדרי שינה, לכול אחד מקלחת+שירותים משלו. דירה מדהימה במרכז שוק הפישפשים. מיידי. הודעות לפרטי.תודה","","2014-04-01T12:22:39+0000","707688259256219_742339495791095","",""
"סבלט בדירת פרטר מהממת 3 חדרים נשארת שותפה שלי מקסימה. הדירה ממוקמת בכרם התימנים גמישה בתאריכים אפשרות לכניסה מיידית 2500 לחודש כולל הכל , בחדר נשאר הכל טלוויזיה ארון מיטה רק להביא מזוודה ולהכנס ..עוד פרטים בפרטי ;)","","2014-04-01T05:35:17+0000","707688259256219_749208595104185","",""
"חברה, דוברת אנגלית מחפשת להכנס שותפה שניה בדירה, עד תחילת יולי. ללא עישון ורצוי עם בעלי חיים. הודעות בפרטי. תודה","","2014-03-31T16:42:29+0000","707688259256219_748965025128542","",""
"סאבלט לשבועיים (4.4 עד ה-17.4) באפריל לדירה מהממת ומרכזית... Two weeks in April (04/04-17/04) - central apartment in TLV!   * דירה גדולה, 2.5 חדרים, מרכזית ועורפית בארלוזורוב-שלמה המלך!  * שני חדרי שינה- שבכל אחד מהם, טלויזיה, פינת ישיבה ופינת עבודה. * מרפסת סגורה שמשמשת כסלון, מטבח גדול, פינת אוכל.  * מאובזרת לחלוטין כולל מכונת כביסה ומייבש, אינטרנט wi-fi, דוד שמש וחשמלי.  * מתאימה עד 4 נפשות. ללא בעלי חיים  * , Large apartment, 2.5 rooms, near Arlozorov - King Solomon , corner, rear to the street - quiet. * Two bedrooms - each with TV, AC, seating area and working area.  * Half closed balcony with view to Azriely buildings, large kitchen, dining area.  * Fully equipped: washing and drying machine, Wi-Fi and an electric heater.  * Suitable for up to 4 people. Without Animals   Price: 3000 NIS + 300$ deposit (flexible & depending the number of people) 3000 ש'ח - כולל את כל החשבונות (גמיש ותלוי מספר הנפשות).  * נדרש פיקדון של 1200 ש' בצ'ק/ מזומן.  Miri Suslensky - 050261213 or Hila Rosenberg - 0545882557","","2014-03-31T13:08:29+0000","707688259256219_748411788517199","",""
"סאבלט לחודש הכול כלול בדירת שותפים הכי מגניבים בתל אביב. כניסה מיידית בדירה יש הכולללללל אינטרנט מטבח כבלים yes שותפה בשלנית מכונת כביסה..... החדר כולל שולחן כתיבה מיטה וארון גדול. מחיר 2000 כולל הכול!  הדירה ברחוב חדרה 9 דירה 7 קומה ראשונה בידרה נשארים שותף ושותפה סטודנטים. בדירה אפשר לעשן! אורן 0528264888","","2014-03-31T09:21:06+0000","707688259256219_748779168480461","",""
"מסבלט חדר הכולל מיטה , שולחן כתיבה, ספה מזגן ומרפסת במרכז תל אביב , מיקום מעולה בין כיכר רבין להבימה ברחוב זמנהוף. הבניין ממוקם ברחוב שקט ללא כניסה לרכבים.  מתאריך ה1.4 עד ל10.4 (יש אפשרות גם עד ה12.4). 850 ש״ח לכל השהייה כולל חשבונות . לפרטים : 0544464905.","","2014-03-31T06:43:40+0000","707688259256219_748318278526550","",""
"היי, מחפשת סבלט בתל אביב לשלושה חודשים - אמצע אפריל עד אמצע יולי.","","2014-03-30T21:52:15+0000","707688259256219_746854168672961","",""
"מכירים את AIRBNB? דירות וחדרים לתקופות קצרות ב192 מדינות (כולל ישראל) קבלו 25$ מתנה ממני בהזמנה הראשונה  ","","2014-03-30T17:59:05+0000","707688259256219_748474378510940","",""
"","","2014-03-30T14:38:23+0000","707688259256219_746178912073820","",""
"מסבלט- דירה בבוגרשוב 75 ( על הסנטר) חדר גדול, לכל חודש אפריל או חלק ממנו, בדירה יש הכל אינטרנט yes ומה שלא תרצו.  מחיר - 2300 כולל הכל  מוזמנים ליצור קשר- 0528908763","","2014-03-30T13:36:51+0000","707688259256219_748368815188163","",""
"","","2014-03-30T12:12:32+0000","707688259256219_748323111859400","",""
"מחפשת דירה או חדר להשכיר לחודשים אוגוסט-ספטמבר. עדיפות בצפון הישן של תל אביב או מרכז. משהו זול (: העיקר שיש מיטה ומקרר!","","2014-03-30T09:38:38+0000","707688259256219_748283335196711","",""
"סאבלט לדירה מגניבה שתי דקות הליכה מרוטשילד. התאריכים הם יוני ועד סוף אוקטובר 2014 לעוד פרטים אפשר לפנות אליי","","2014-03-30T09:06:44+0000","707688259256219_747994595225585","",""
"מסבלט את החדר בדירה שלי ...... לתקופה של חודש (עד 1.5) באזור הכי יפה ברוטשילד (פינת מאז""ה), בבנין הכי שקט בעיר, מרחק הליכה מהכל..  עומד חדר גדול, מואר, ומרוהט שרק מחכה לדייר לתקופה של חודש עם סיכוי להארכה (תלוי בקבלן- הבנין לפני שיפוץ מסיבי) מיטה זוגית, ארון קיר ענק, טלוויזיה, חיבור לyes, מזגן, אינטרנט אלחוטי, שני כיווני אויר, סלון גדול ומטבח מאובזר. 2900 כולל הכל. לאוהבי חיות בלבד, בדירה גרים כלב וחתולה..  052-5360279","","2014-03-30T08:17:04+0000","707688259256219_748264708531907","",""
"דירה חמודה, 25 מ’ בדרום תל אביב, 8 עד ה 23 באפריל. חלון גדול, שקיעות נוף לים. סלון וחדר שינה קטן, מטבחון. 7 דקות מרוטשילד, תחבורה נוחה מאד. 2400 ש”ח","","2014-03-29T12:46:26+0000","707688259256219_747826485242396","",""
"סבלט לשבועיים במאי (6-20.5) במרכז תל אביב, בוגרשוב 92 צמוד לדיזינגוף סנטר... דירת שני חדרים מרווחת, מאובזרת והכי כיפית שיש.","","2014-03-29T11:36:29+0000","707688259256219_747795371912174","",""
"סאבלט לשבועיים (4.4 עד ה-17.4) באפריל לדירה מהממת ומרכזית... Two weeks in April (04/04-17/04) - central apartment in TLV!   * דירה גדולה, 2.5 חדרים, מרכזית ועורפית בארלוזורוב-שלמה המלך!  * שני חדרי שינה- שבכל אחד מהם, טלויזיה, פינת ישיבה ופינת עבודה. * מרפסת סגורה שמשמשת כסלון, מטבח גדול, פינת אוכל.  * מאובזרת לחלוטין כולל מכונת כביסה ומייבש, אינטרנט wi-fi, דוד שמש וחשמלי.  * מתאימה עד 4 נפשות. ללא בעלי חיים  * , Large apartment, 2.5 rooms, near Arlozorov - King Solomon , corner, rear to the street - quiet. * Two bedrooms - each with TV, AC, seating area and working area.  * Half closed balcony with view to Azriely buildings, large kitchen, dining area.  * Fully equipped: washing and drying machine, Wi-Fi and an electric heater.  * Suitable for up to 4 people. Without Animals   Price: 3300 NIS + 300$ deposit (flexible & depending the number of people) 3300 ש'ח - כולל את כל החשבונות (גמיש ותלוי מספר הנפשות).  * נדרש פיקדון של 1200 ש' בצ'ק/ מזומן.  Miri Suslensky - 050261213 or Hila Rosenberg - 0545882557","","2014-03-28T18:18:56+0000","707688259256219_747494618608916","",""
"Subletting  my beautiful  Apartment . center tlv . from 1 of april till 8 of may. 4800 per month including all bills + bicycle !! good luck y'all ","","2014-03-28T16:27:52+0000","707688259256219_747452075279837","",""
"סבלט דירת שני חדרים מקסימה עם מרפסת שמש - רחוב בורוכוב תל אביב החל מ 7.4-27.4 גמיש, פרטים בפרטי","","2014-03-28T15:38:32+0000","707688259256219_747431938615184","",""
"https://www.facebook.com/sharfstein/posts/10203774452747667","","2014-03-27T15:04:20+0000","707688259256219_746939235331121","",""
"","","2014-03-27T13:41:59+0000","707688259256219_745593672132344","",""
"חברים יקרים ,אנא הקפידו לציין מחיר בגוף ההודעה ,הודעות ללא ציון מחיר תמחקנה  תודה ובהצלחה לכולם","","2014-03-27T13:20:28+0000","707688259256219_746731742018537","",""
"מחפש דירה להשכיר באיזור תל אביב ל-3 חודשים החל מחודש הבא. עם כל הריהוט. עד 2000 ש״ח לפרטים: mikaelhy1@hotmail.com","","2014-03-27T11:57:14+0000","707688259256219_745084092183302","",""
"מסבלט את דירתי השווה במרכז תל אביב - קינג ג'ורג  (01/04- 08/05) 4800 לחודש כולל כל החשבונות !! בהצלחה..  Subletting my Apartment . center tlv . from 1 of april till 8 of may. 4800 per month all included !! good luck y'all","","2014-03-27T10:10:00+0000","707688259256219_746841948674183","",""
"ניר הובלות לסטודנטים ולחברי הקבוצה שרות אמין במחירים נוחים 0507779987","","2014-03-27T07:39:01+0000","707688259256219_746763045348740","",""
"חברה מסבלטת בית בפסח ואין לה פייסבוק   דירת שני חדרים ומרפסת, גדולה, במרכז תל אביב לתקופה שבין ה 17.4 - 4.5 ----->> גמיש! מאובזרת לגמרי    מאיה - 0508337664","","2014-03-27T06:54:11+0000","707688259256219_746731095351935","",""
"סאבלט לשבועיים (4.4 עד ה-17.4) באפריל לדירה מהממת ומרכזית... Two weeks in April (04/04-17/04) in a big and central apartment in TLV!   * דירה גדולה, 2.5 חדרים, מרכזית ועורפית בארלוזורוב-שלמה המלך!  * 2 חדרי שינה- שבכל אחד מהם, טלויזיה, מזגן, פינת ישיבה ופינת עבודה. * מרפסת סגורה שמשמשת כסלון, מטבח גדול, פינת אוכל.  * מאובזרת לחלוטין כולל מכונת כביסה ומייבש, אינטרנט wi-fi, דוד שמש וחשמלי ואפילו אופה לחם...  * מתאימה עד 4 נפשות. ללא בעלי חיים  *  Big apartment, 2.5 rooms, near Arlozorov - King Solomon corner- just 3 minutes from Rabin square, 10 minutes from the beach * Two bedrooms - each with TV, AC, seating area and working area.  * Half closed balcony, which is used as a living area, large kitchen, dining area.  *  Fully equipped: washing and drying machine, Wi-Fi, an electric heater and even a bread-maker!  * Suitable for up to 4 people. Without Animals   אשמח לתת פרטים נוספים בפרטי... For more information please contact: Miri Suslensky - 0502612136","","2014-03-27T06:18:06+0000","707688259256219_746123828745995","",""
"למי שמעוניין, זוג חברים מסבלטים דירה ביפו.. דירת 2.5 חדרים, משופצת, כולל הכל!!  5 דק' מהים ומשוק הפשפשים. מתאריך 6.4 ועד 23.4 (כולל שבוע של פסח) 2500 ₪ כולל הכל!! לפרטים בפרטי...","","2014-03-25T17:16:08+0000","707688259256219_745593668799011","",""
"היי, מחפשת סבלט מ21/4 עד 17/6 במרכז תל אביב תקציב 2500  ₪ לחודש פלוס הוצאות. אם יש לכם משהו אשמח לשמוע.  תודה","","2014-03-25T13:29:42+0000","707688259256219_745473075477737","",""
"היי :) אני מסבלטת את דירתי המדהימה שבשכונת כרם התמנים. דקה מהים, דקה מהשוק ובכלל במרכז העניינים. הדירה משופצת, מוארת ומרווחת. היא מאובזרת לחלוטין. להגיע עם מזוודה :) מה 8/4 ועד ה 21/4. הכל כולל הכל 2700 שח. לפרטים נוספים בפרטי.","","2014-03-25T13:24:57+0000","707688259256219_745471622144549","",""
"","","2014-03-25T11:53:17+0000","707688259256219_745103618848016","",""
"מסבלטים את הדירה שלנו בין התאריכים 6.5-20.5 (גמישים בתאריכים)... דירת 2 חדרים יפהפייה ומרווחת בבוגרשוב 92 על דיזינגוף סנטר, מאובזרת בכל מה שצריך: מזגנים, מכונת כביסה, דוד שמש... אחלה דירה!","","2014-03-24T21:02:42+0000","707688259256219_744734402218271","",""
"הי, מסבלטת את דירתי בצפון הישן של תל אביב (אזור בזל) מ 7.4 עד ה 7.5 (יש גמישות בתאריכים) . בדירה נשארת שותפה מקסימה. 2500 ש""ח לכל התקופה כולל חשבונות פרטים בפרטי","","2014-03-24T19:26:12+0000","707688259256219_745069768851401","",""
"מסבלט את הדירה שלי לכל אפריל  מיקום- בוגרשוב 75 על דיזנגוב סנטר חדר גדול יש yes ואינטרנט . יש שותף ושותפה מחיר זול גמיש פרטים בפרטי","","2014-03-24T19:16:41+0000","707688259256219_745066152185096","",""
"מסבלטת את דירתי בת""א דירת חדר שקטה וקסומה קרוב לאלנבי רוטשילד בין 15-20 לאפריל.....0543976459","","2014-03-24T10:54:08+0000","707688259256219_744802938878084","",""
"הי, מסבלטת את דירתי בצפון הישן של תל אביב (אזור בזל) מ 7.4 עד ה 7.5 (יש גמישות בתאריכים) . בדירה נשארת שותפה מקסימה. 2500 ש""ח לכל התקופה כולל חשבונות פרטים בפרטי :)","","2014-03-23T16:06:26+0000","707688259256219_744226138935764","",""
"מסבלט את הדריה שלי במרכז תל אביב מה 1 באפריל עד ה8 במאי  sublet in center tlv from 1 april to 8 of may ","","2014-03-23T14:01:52+0000","707688259256219_744179235607121","",""
"מחפש דירת 2-3 חדקים לתקופה של 4/5/14 - 15/4/14, במרכז או צפון ישן...","","2014-03-23T13:42:39+0000","707688259256219_744172005607844","",""
"מכירים את AIRBNB? דירות וחדרים לתקופות קצרות ב192 מדינות (כולל ישראל) קבלו 25$ מתנה ממני בהזמנה הראשונה!  ","","2014-03-23T10:03:23+0000","707688259256219_744094228948955","",""
"sublet borochov st. Tel aviv - 2 rooms and balcony - 7.4-24.4 (passover) - felxible dates מסבלטת את דירתי המקסימה בבורוכוב תל אביב - 2 חדרים ומרפסת שמש 7.4-24.4, גמישה בתאריכים","","2014-03-23T09:57:33+0000","707688259256219_744092928949085","",""
"ניר הובלות לסטודנטים ולחברי הקבוצה שרות אמין במחירים נוחים 0507779987","","2014-03-22T19:01:09+0000","707688259256219_738784689479909","",""
"כל הקודמת זוכה! סבלט לבחורה לאפריל מאי (או רק אפריל) לדירת גג, מציאה אמיתית. 2 חדרים +אמבטיה וגג ענק היוצא מהסלון 3400 שח. הדירה באידלסון. אין תמונות כי בעה""ב בחו""ל.","","2014-03-22T19:01:05+0000","707688259256219_738787739479604","",""
"סאבלט באפריל! מסבלטים את דירתנו היפה בתל אביב בתאריכים 3-15 באפריל. שימו לב, מחיר מיוחד למעוניינים בכל התקופה!! עורפית, שקטה ומוארת, בבניין משופץ ברחוב ליליאן (דקה מכיכר רבין) 2 חדרים: סלון גדול וחדר שינה מרווח מאוד עם מזרן אורטופדי. משופצת ומאובזרת בכל מה שצריך מתאימה ביותר לזוג ללא עישון! ","","2014-03-22T19:01:02+0000","707688259256219_738276299530748","",""
"סבלט - בלפור-אחד העם, 27/3-27/4.  חדר ענק עם סלון ויציאה למרפסת בדירת שותפים משופצת, מוארת, מרווחת, מרווחת ומאובזרת לעילא ולעילא:), שקטה (דאבל גלז) ובמיקום מדהים. 3200 לחודש כולל כל החשבונות (ארנונה,מים,חשמל ואינטרנט)","","2014-03-22T19:00:59+0000","707688259256219_738951096129935","",""
"מסבלטת את הדירה המהממת שלי 14/03-05/05 (23 ימים) במיקום הכי אשש שיש בבן יהודה נורדאו עורפית צדדית..  ענקית 75 מטר..סלון וחדר שינה ענקי...שתי מרפסות מטבח אמבטיה ושירותים בנפרד ומאובזרת לחלוטין... רק ב--------3600 ₪ כולל הכל...    :)))","","2014-03-22T19:00:54+0000","707688259256219_738964052795306","",""
"Passover in Tel Aviv! come and spend the vacation in the center of TLV 27/3-09/4 Amazing new Apartment for Sublet near Dizengof center in Tel Aviv A large, spacious and beautiful 2 room apartment with balcony, in a new Building with everything you need inside, in the living room the sofa opening into a king size bed! all the details in the link bellow! סבלט לשבועיים בין ה27/3-9/4 מחיר גמיש!!!!  ","","2014-03-22T19:00:07+0000","707688259256219_740568989301479","",""
"אנחנו מסבלטות את הדירה המהממת שלנו!  * מה-4.4 עד ה-17.4  * דירה גדולה, מרכזית ועורפית בארלוזורוב-שלמה המלך!  * 2 חדרים גדולים- שבכל אחד מהם, טלויזיה, פינת ישיבה ופינת עבודה. * מרפסת סגורה שמשמשת כסלון, מטבח גדול, פינת אוכל.  * מאובזרת לחלוטין כולל מכונת כביסה ומייבש, אינטרנט wi-fi, דוד שמש וחשמלי.  * מתאימה עד 4 נפשות. ללא בעלי חיים   מחיר: 3300 ש' - כולל את כל החשבונות.  * נדרש פיקדון של 1500 ש' בצ'ק/ מזומן. לפרטים: נא לפנות אליי או ל- Hila Rosenberg בפרטי.","","2014-03-22T19:00:03+0000","707688259256219_740966292595082","",""
"ניר הובלות לסטודנטים ולחברי הקבוצה שרות אמין במחירים נוחים 0507779987","","2014-03-22T18:59:58+0000","707688259256219_741054985919546","",""
"Passover in Tel Aviv! come and spend the vacation in the center of TLV 27/3-09/4 Amazing new Apartment for Sublet near Dizengof center in Tel Aviv A large, spacious and beautiful 2 room apartment with balcony, in a new Building with everything you need inside, in the living room the sofa opening into a king size bed! all the details in the link bellow! סבלט לשבועיים בין ה27/3-9/4 מחיר גמיש!!!!  ","","2014-03-22T18:59:55+0000","707688259256219_741238559234522","",""
